Review;Rating;LikeReview
Bagus sekali Bisa refund 100% Walaupun estimasi sampai malah tidak pas Masih disyukuri Jangan Dengerin orang orang Yang Tidak menyukai aplikasi ini Mereka hanyalah orang aneh Yang Hanya Menurunkan kualitas aplikasi dan membangkrutkan Bisnis Kalian Mereka adalah buzzer buzzer aneh yang belum menyoba nya;5;0
UI nya bagus, tpi UX nya jelek. UI nya bagus tapi mungkin bikin berat UX nya jadi banyak banget loading lama ga jelas. Tolong sistemnya diperbaiki, masih cepet penggunaan Access KAI yg versi sebelumnya;3;1
Bedakan mana jualan tiket dan mana jualan receh-recehan.. fokus aja sama penjualan tiket dan segala hal yang bersangkutan langsung dengan KAI, jangan segala diambil, jual tiket hotel pulsa pln paket data entertainment sudah ada ranahnya masing2.. rasanya jadi gak simple lagi ini access by KAI dan saking gak fokus nya penjualan tiket banyak eror ini aplikasi sering time out, masalah pembayaran kaipay, qris gak muncul.. Mohon segera diperbaiki lagi terimakasih.. Manajemen mana nih manajemen!!!;3;3
Update Maret 2026 adl update terburuk, loading lama dan sering lemot servernya, bahkan sering ga muncul list kereta nya padahal kl booking di ecommerce muncul list keretanya. Parah;1;1
Saya sebel waktu pemesanan tiket di jam 00:00 selalu aja di tolak terus sama sistemnya invalid lah segala macam lah, dan sampe saya tunggu 1 jam hasilnya masih sama aja eror dan itu saya jadi ga bisa naik kereta sebel banget mohon diperbaiki Maslaah tersebut min terimakasih🙏🏻;1;5
makin parah.!!! sekarang suka error.sdh di update jg mlh makin parah error nya. pdhl cek di online shop msh bnyak tiket. tp di app access by kai mlh ketrgan tidak ada jdwal trs. sdh d bolak balik msh tetp aj. mau pesan tiket tambah ribeut bgd. masak mau cari tiket aj hrs ngu antrian ke sekian menit dr percobaan ke 1 ngu 3mnt. smpe d ulang² ngu 25 mnt, 23mnt ,24mnt. gx mncul² itu pilihan kereta aj. sia² jg kl sdh lama² ngu, tp sdh masuk waktu giliran nya kereta sdh pd habis.;1;3
Sumpah Gedeg dan kezelll bgtt, masa mau pesen tiket waktu jam 00.00 selalu ada gangguan/error. Jadinya kan aku kehabisan tiket trs kalau begitu caranya, dan ga hanya aku yg mengalami hal yg sama bahkan temen² juga. Terus ya masa aku dah bayar tiketnya tiba' ga ada notif pembayaran dan tiket ku blm terbayar pdhl kan udh. Masa transportasi elit aplikasi SULIT. Udh rela begadang demi war tiket ujung² nya jg tetep kehabisan tiket. Hdeuhhh mending aplikasi apus aja ga guna tau ga.;2;2
udah update bukannya tambah bagus malah tambah lelet, udah setting tanggal,penumpang,stasiun awal-tujuan malah error error, cs nya juga lelet, haduh haduh.;1;5
sudah dari lama mendaftar, begitu mau melengkapi daftar diri dan kode otp sudah saya masukkan kenapa begitu di pencet lanjutkan malah loading lama terus mulai dari awal puasa saya coba sampai sekarang nggak tau sudah berapa kali saya masukkan kode otp tetep aja loading lama terus ini gimana ya saya nggak bisa melengkapin data diri saya.;1;3
update yg br makin lancar apanya min...lah wong msh suka error...masa utk lihat kereta yg sudah hbs gk muncul,padahal jaringan bgs n lancar...apalagi nyari batalan tiket susahnya setengah modar gk seperti dulu...blm lg semua tanggal gk ada yg d jual tiketnya utk kereta antar kota,masa hbs semua d setiap jadwal...yg d update apanya min?!;5;2
aplikasi taii mau beli tiket ngaak bisa bisa tiba tiba sudah habis aja bangsaaat!!!!! Al hasil nggak dapat tiket hari ini mana tengah malam pula waktu nya orang tidur dari dulu nggak pernah berubah bener bener kecewa 😡😡😡😡;1;3
apknya suka eror, udah siap² dari awal nungguin jadwal nya di buka malah pas mau bayar eror, pas mau pesen lagi malah ada aja kendala nya , pdhal sinyal enak, dan tiba tiba bnget pas liat jadwal malah g muncul apa², aku tungguin lama² lah ternyata udh habis , apk nya ngeprank bngt yh, hatiku brisik bngt karna apk ini , g jadi mudik anjir, kecewa bngt knpa apk nya makin lama makin gini sih, yg sini setia menunggu yg di tunggu loading trs eh ternyata sdh habis, NGEPRANK NYA ITULOH NGEPRANK BANGET;1;4
saya sudah beli tiket saldo pun sudah kepotong pas cek di menu TIKET SAYA kok belum ada tiket yang tersimpan?? padahal saldo saya sudah kepotong dan ketika mau cek tiket juga loading lama..;2;3
aplikasi makin lama bkn makin bagus malah makin bobrok. setiap update kenapa harus daftar member basic lagi???? juga kenapa sudah mengikuti prosedur tapi ttep gagal???? kenapa harus ke loket stasiun baru bisa daftar member basic??? aplikasi bukan mempermudah malah mempersulit!!!!!!;1;5
untuk di aplikasinya sih menurut saya sudah cukup baik ya dan pelayanan atau pun apa pas di kereta tapi untuk oesesanan tiket di kai lebih di persusah dari apaa apalikasi lain seperti shopi ataupun tiket com, mungkin untuk abdet jadwal juga seuata lebih cepat daripada dari kai;2;1
sering error, masa pas pesen klik tgl 23 tidak tersedia, klik tgl 24 tersedia, klik lagi tgl 23 tersedia, loading lama, perbaikan lah, apalah error aja ini apk, masa kalah sma apk yg bukan official.kya travelloka dll.. mohon d perbaiki apk official masa kaya gini. gedek bgt;1;1
bagus... lebih cepatm. tapi membutuhkan internet nya untuk war tiket, tolong di perbaiki lagi... mungkin sedikit lebih bisa di stabilkan... karena internet saya sudah full.. dn memakai kartu indo*sat. tetap tidka bisa membeli tiket. loading nya juga sangat lama.;5;5
udah beerapa kali konek shopee pay tp gagal. udah tu penumpang reduksi kadang bisa kadang gak. laganan makanan juga kalo belum aktif jangan dimasukkan ke aplikasi. saran perbaikan aplikasi aja. dan pastikan keamanan ewalet user ya.;3;0
Setiap tahun langganan error sudah mantengin dari 23.55 sampe 00.01 giliran mau input kursi invalid terusss sampe 00.30 masih invalid dan ujung² tiket habiss!!! ini tiap tahun kendalanya seperti ini teruss tolong lah KAI diperbaiki sistemnyaa;1;65
aplikasi letoiiiii kata e mempermudah nyatanya mempersulit.. . Betapa susahnya cari tiketnya padahal sudah jam 12.00 cuman loading mau pilih kursi.. .setelah loading cari lagi kursi sudah habis untuk yg lokal.. .kog bisa retingnya bintang 4,8;1;3
ok versi terbaru bisa menggunakan qris dalam metode pembayaran. tapi ketika memesan dan qris tersebut tidak sempat di scan di dompet digital tetapi aplikasi kai mya terclose kita ga tau dimana mengakses qris sebelumnya kembali untuk di bayar. walaupun ada di menu menunggu pembayaran pesanan kita tetapi untuk qris nya entah dimana;4;4
Hallo KAI acces yang terhormat pada tanggal 2 Maret 2026 pukul 16.21 saya melakukan top up dan berhasil,tetapi sampai pukul 17.11 kenapa saldonya belum masuk dan masih 0, mohon diperbaiki sistem nya masa apk pemerintah lemottt BANGET!!!l;2;4
"tolong kalo mau pembatalan tiket via aplikasi KAI acces, sediakan menu pengembalian via e wallet, apalagi orang yang ga punya kartu bank, kasian orang yang udah beli asuransi 100% refund tapi ujung"" nya gabisa pakai e wallet, semoga kedepannya lebih baik lagi";4;1
update Mulu tapi informasi mengenai KA yang tersedia di setiap tanggal tidak bisa di tampilkan,GK mungkin juga setiap geser tanggal pemesanan selalu habis terus pasti ada kalanya penumpang sepi.tiap Minggu maintenance server tapi gak ada perubahan nya.;1;3
Aplikasi paling membagongkan, begitu input nama penumpang dan diklik lanjut muncul error no seat available, benar benar luar biasa, sukses ya;1;1
aplikasinya kadang eror, selalu muncul warning tidak bisa booking lebih dari 6 bookingan, padahal saya belum booking tiket, sementara belum bisa kasih rating penuh;4;18
aplikasi babi, order makanan di lewat rail food, saldo kai pay udah ke debit tapi bilang petugasnya pembayaran blm masuk. akhirnya q bayar lagi kedebit lagi bilangnya pembayaran blm masuk dan akhirnya q bayar pakai ovo baru bisa. bilang petugasnya nanti akan dikembalikan jika ada pembayaran masuk atau ke doble tapi nyatanya g dibalikin sih. meskipun g banyak tapi bikin jengkel.;1;7
ketika membeli tiket lalu tidak sengaja ke menu utama, tidak ada cara kembali ke bagian pembayaran, lalu ketika membeli tiket ulang terjadi error tiket duplikat..;1;9
untuk penjualan tiketnya aneh, masa mau beli tiket sebulan kedepan udah ngga ada tapi giliran udah beberapa hari lagi ada tapi cuma sedikit padahal saya mau beli sekeluarga. untuk ketersediaan tiketnya untuk lebih transparan lagi!!!;1;4
aplikasi sampah, harga lebih tinggi dibanding sama aplikasi layanan lainnya. Di Traveloka seluruh tiket Tj.Priuk-Cikampek ga sampai 70k, di KAI access malah melampaui 100k++, padahal sama-sama kelas ekonomi.;1;2
apk gak jlas.. saya sdah standby smpek jam 00.00 mau psan tiket kereta buat kberngkatan tanggal 22 kok gak bsazdi cobak brkali2 loding muter2 mulu,ada psan server eror dll. ahkirnya tdak kbgian tiker kreta api. mohon penjelasannya ini,bgaimana ! di chek lgi sdah hbis... mau psan tiket aja di ruwetin bgini ! mksih. mohon responnya;1;4
saya membeli tiket prameks melalui kai acces dan membayar lewat qris bca dan gopay,, semua sudah berhasil namun kenapa tiket sya tidak berhasil melalukan pembayaran dan hangus ,jadi sudah kepotong biaya 3x gak ada 1 pun tiket yg berhasil .;1;2
layanan call center gratis via wa gak ada gunanya dan pemahaman ttg knowledge cs buruk sekali,kita disuruh menunggu sampe 5 menit tpi bgtu tersambung langsung putus.dan gak ada sikap utk telfon balik,padahal di awal menyebutkan nama dan no wa.. makain jelek dan buruk pelayanannya,sekelas BUMN services sangat jelek.Apakah bisa diperbaiki hal2 seperti ini.. pesanan tiket yt berhasil sekarang gak ada notifikasi yg dikirim ke email.hanya ada di aplikasi.apa gak pernah sadar jika applikasi down gmna?;1;3
"tolong perbaiki, cek jadwal keberangkatan tiap 5-7x langsung ilang semua jadwal nya di semua hari tidak mau loading datanya, muncul tulisan tidak ada jadwal kereta (di semua hari) yang awalmada tiba"" hilang";1;4
setelah di perbarui aplikasinya makin ga jelas! di cek secara berkala tersedia , di back cek lagi malah hilang jadwalnya tidak tersedia terus aja begitu. coba cek di tanggal yg berbeda pun sama!;1;3
saya mau daftar akun basic tapi ketika suda mengisi semua data dan ke langkah selanjutnya adalah kode otp, ketika kode suda ada di masukan lalu klik selanjutnya selalu ngeloading uda beraoa kali coba tetep samaa;2;8
tidak puas, pembuataan akun yang dipersulit serta para call center yang bisa dimintai tolong tidak langsung gerak cepat, pelayanan lambat SEKALI saya harap bisa lebih diperbaiki lagi;1;3
tolong untuk sistem nya diperhatikan lagi ... jikalau sudah tidak mendapatkan tempat duduk itu pas pesan usahakan ditampilkan jangan pas udah bayar ada keterangan tidak ada tempat duduk kan repot sendiri ... apalagi bawa lansia juga kasihan kalau berdiri terlalu lama di gerbong;5;1
akhir akhir ini sring ga refresh , smnjak d kosongin kalo pesan , pdhal kalo cek d chanel lain masih banyakk , sebaiknya kereta yg udah abis juga di tampilkan aja , jadi kesannya ga sering blank doang kaya skrang;1;4
makin di update makin aneh. kagak jelas. di apk sebelh masih banyak kursi kosong. pas cek d apliksi resminya malahan penuh. gaje bangett. bagusan sebelum di update..lebih simple tapi nyaman di pakai.;1;2
sangat kecewa. keterangan nya sampai jam 10:44 . tetapi tiap stasiun nunggu lama . jadi nyampe pasti telat terus gara2 kreta lokal . kelamaan berhenti disetiap stasiun . taiii;1;2
Susah banget pemilihan jadwal kereta, lama munculnya, sudah ditunggu lama malah kosong gak terdetek, pas sudah pilih jadwal malah muter-muter saja belum pilih kursi;1;2
Proses pembatalan super lama, nunggu pending sampai 3 hari blm pengembalian dana, ayolah buat semuanya mudah dan simpel. mohon di perbaiki lagi🙏;1;3
Semakin di-update semakin turun kualitas aplikasinya, sering error Mulu padahal lagi perlu. Lebih baik gak usah ada update kalau kualitas dari aplikasinya makin turun. Mengecewakan!!!;1;5
bug aplikasi mau lihat daftar tiket kereta antar kota hilang hilang teruss..!!! padahal udah ubah ubah tanggal tiket tidak muncul muncul TOLONG DI PERBAIKI YAA...!!!!;1;1
server aplikasinya gk bisa handle trafic yang tinggi setiap saya ingin melakukan pembelian aplikasi selalu menggunakan server is not available lalu setelah setengah jam tiba-tiba jadi no seat available padahal saya adalah pengguna aplikasi ini dari tahun 2019 kalau ini tidak bisa di tangani saran saya kembalikan saja pembelian tiket secara offline seperti dulu percuma saya tidak bisa mudik karena selalu kehabisan tiket;1;4
gimana sih sistem nya dari duluu kek gini terus. masa setiap aplikasi update, harus daftar jadi member bassic lagii. udahh gitu proses nya salah terus lagii. payah lahh. GANTI AJAA ADMIN KAI ACCES NYA, BODOH;1;5
ini kenapa, jaringan saya bagus tapi pas liat pencarian jadwal muter nya lama banget, trus giliran udah masuk di metode pembayaran nya yang justru lebih lama? atasi dong KAI kenapa;3;3
"mau war loading trs pdhl sinyal jaringan aman refresh brkali"" ttp aj loading ntar pas bisa ket nya tersedia eh pas pesen gabisa"" kalo emg udh abis jngn kasih ket tersedia min biar ga cape"" ngewar kalo ujung"" nya tiket habis semuaa dn gadapet";1;3
mengecewakan sekali.. pesan tiket lokal cikarang - cikampek tiket tidak bisa di beli padahal masih ada.. sepertinya perlu di tambah gerbong nya..;1;5
percuma ada aplikasi ini, sdh war tiket lokal pas jam 00, server error, tiket gk bisa diakses, beli tiket kayak antri sembako aj, sangat mengecewakan :(;1;4
makin kesini makin ancur aja ni aplikasi,, diupgrade bukan malah lebih baik malah lebih lelet....👎👎👎 harusnya kalian punya nilai plus secara fasilitas d lapangan....👎👎👎;1;3
Aplikasinya bagus, tapi.. metode pembayaran e-wallet tidak bisa, melalui bank pun hanya mandiri yang bisa(per 5 feb 2026), harusnya bisa lewat e-wallet! trus dibagian penukaran railpoint gambar serta tulisannya terbalik, gimana mau bacanya, udah terballik dri atas terbalik dari samping pula. Ubtuk kedepan semoga semua diperbaiki dan tambahkan jalur kereta, agar mempermudah bagi orang baru.;5;136
lelet aplikasinya, kok tiketnya habis terus kalau mau pesan... tolong diperbaiki.....;3;0
bikin aplikasi bukan a makin mudah malah bikin dongkol data bener gak bisa masuk udh di coba 20x tetep aja gak bisa isi data;1;1
Ko bisa tetiba ilang akun gw pas buka hrs bikin akun baru mksd ny apa.. ?? barusan gw beli tiket 3 bayar qris saldo rek udah kepotong 3x tp tiket yg ad cm 1 yg 2 g d tiket ny, tolong d apk adain reschadule buat tiket lokal, aduan konsumen buat komplain biar bs lgsg refund klo ad kendala di tiket klian yg eror kita yg rugi, apk buatan pemerintah payah;1;0
Tolong tambahankan pemesanan Porter di pemesanan tiket. kadang kita pesan tiket itu untuk orang tua. jadi bisa sekalian pesan porter untuk bawa barangnya. biar tidak cari² porter lagi. terimakasih;5;1
min tolong sistemnya dipermudah, masa cuman pembatalan tiket ada delay so bad, truss untuk pas ingin order, truss saya batalkan order kembali karena berubah pikiran, ehh kenapa ada batasannya sih? kan gak jadi Order.;1;0
ga bisa verifikasi loding nya lama amat padahal sinyal bagus, ga jelas , padahal mau mesen tiket ha ribet anjirr pas di coba lagi malah ga bisa nunggu 1 hari;1;3
setelah udpate kq mlah banyak bug, kadangg pencarian kereta tidak tersedia, aku cek di traveloka masih tersedia, tolong dibenerin lagi;2;0
Di update malah jd semakin busuk, susah buat booking tiketnya, jelas2 tiket masih ada. tp tulisannya tiket tidak tersedia, berulang2 seperti itu terus.;1;3
syulit diakses , mencoba pesan tiket , tapi tiap hari tidak ada kereta , tampilan seperti 1bulan full booking utk semua jurusan. piye toh...???;4;0
Terimakasih KAI yg telah membuat aplikasi ini sehingga pecinta kereta api terbantu untuk melakukan perjalanan bersama KAI tanpa terkena biaya aplikasi Travelling lain,seperti Traveloka dll;5;0
udah brpa kalo masukan kode otp dr email malah gak bisa masuk2 , email dah penuh sama otp nya tapi susah looding ini kok bgini yaa apknya malah orang lagi war tiket 🥀 jadi ke apk lain lagi buat beli Alhamdulillah bisa;3;0
Setelah update malah ngawur min Jadwal keret kosong semua udah gant2 tanggal yang tadinya masih ada Jadwal semua,tolong diperbaiki lah seperti sebelumnya atau aplikasi lainnya;1;4
yang bikin aplikasi ini belum kena drone iran ini aplikasi main main. sdah klik stasiun keberangkatan sama stasiun tujuan ,kemudian muncul jadwal kereta tidak tersedia (semua jadwal );1;2
Pembayaran pakai Qris sering gak kebaca di aplikasi J-Connect bank Jatim. Mesti crop dulu khusus bagian Barkode baru kebaca. Mungkin download qris nya bisa lebih simpel hanya menampilkan qris saja tanpa tulisan dan tampilan yang terlalu panjang ke bawah;4;7
